gene_name,unstranded
RNA5SP242,1
AC087863.1,0
RNU6-268P,0
Y_RNA,0
Y_RNA,0
RNU6-668P,0
RNA5SP336,0
RNU6-461P,0
RN7SKP280,0
RNU4-84P,0
Y_RNA,0
Y_RNA,0
Y_RNA,0
RNU4-51P,0
RNU6-188P,0
RN7SKP214,0
Y_RNA,0
RNU6-173P,3
RNA5SP394,1
Y_RNA,0
RNU6-266P,0
RNA5SP387,0
RNU6-366P,0
RNY1,2
Y_RNA,1
RNU6-11P,0
RNA5SP245,0
RNU6-647P,0
Y_RNA,0
Y_RNA,1
RNU1-33P,0
RNY1P12,1
SNORA58B,1
AC004830.1,0
Y_RNA,0
RNU6-777P,0
RNU6-353P,0
RN7SKP128,0
RNU1-151P,0
SNORD115-42,0
RNA5SP175,0
RNA5SP42,0
AL135844.1,5
RNU6-371P,0
RNU1-24P,0
SNORA62,0
Y_RNA,0
RN7SKP10,0
RNU6-454P,0
RNU4-36P,0
RNU6-1229P,0
RNA5SP368,0
RNU1-132P,0
RNU6-853P,0
Y_RNA,0
RNU6-1322P,0
RNU6-115P,0
RNU6-670P,1
RNVU1-3,6
RNU4-68P,1
RNA5SP202,0
RNU4-33P,0
Y_RNA,0
RNU6-879P,1
RN7SKP118,0
Y_RNA,13
Y_RNA,0
SNORD42,0
RNA5SP139,2
Y_RNA,0
Y_RNA,7
Y_RNA,0
RNU4-40P,1
RNU6-1305P,0
Y_RNA,0
SNORA63D,0
RNU4-50P,1
Y_RNA,0
SNORD114-9,0
RNU6-978P,0
RNY1P1,0
RNU6-654P,0
AL137139.1,0
SNORD114-13,0
RNU4-10P,0
RNU6-990P,0
RNU6-1075P,0
SNORD114-6,0
SNORD73B,3
RNU6-755P,0
RNU1-112P,0
RNU6-776P,0
RNA5SP192,0
Y_RNA,0
Y_RNA,0
Y_RNA,0
RNA5SP524,0
RN7SKP171,0
RNU6-1047P,0
RN7SKP76,0
RNU1-34P,0
RNU6-153P,0
RNU6-1019P,1
RNU4-41P,0
Y_RNA,0
RNU6-1164P,0
SNORD115-27,0
RNA5SP130,0
SNORA65,12
RNU6-512P,0
Y_RNA,0
Y_RNA,0
RNA5SP72,0
Y_RNA,0
RN7SKP227,0
AC090919.1,0
RNU4-59P,0
SNORD114-30,0
RNA5S9,0
RNU6-361P,0
RNA5SP142,0
SNORD115-22,1
U3,0
SNORD32B,0
SNORD115-23,0
Y_RNA,0
Y_RNA,0
RNU6-421P,0
RNU4-38P,1
Y_RNA,0
U3,0
RNA5SP69,0
RNU105B,0
Y_RNA,0
Y_RNA,1
RNA5S14,0
RNA5SP500,0
RN7SKP193,0
RNA5SP433,0
Y_RNA,0
RN7SKP37,0
Y_RNA,0
RNU6-522P,0
U3,0
Y_RNA,0
Y_RNA,0
RNU6-1251P,0
SNORA70,0
RNY4P23,0
RNU4-76P,0
RNU6-558P,0
AC007375.1,0
RNU6-1163P,0
SNORA68B,4
RNU6-1141P,0
RNU6-1078P,0
SNORA71,0
RNA5SP140,0
RN7SKP257,0
U8,0
SNORD14B,0
Y_RNA,0
AC079169.1,0
AC107024.1,0
Y_RNA,0
RNA5SP141,0
RNA5SP204,0
RNA5SP512,0
Y_RNA,0
RN7SKP246,0
Y_RNA,0
RN7SKP71,0
RNU6-1277P,1
Y_RNA,0
RNU6-335P,0
RNU4-24P,0
RNU6-660P,0
RNU4-67P,0
RNA5SP515,0
RNU6-646P,1
Y_RNA,0
RNU6-309P,0
RNU6-1082P,0
RNA5SP509,0
SNORA63C,0
Y_RNA,3
RNU6-1317P,0
SNORA55,0
RNU4-4P,0
Y_RNA,0
AC083867.1,0
Y_RNA,0
AL732371.1,0
RNA5SP379,0
RNY4P7,0
RNU6-164P,0
RNA5SP353,0
SNORD115-17,0
Y_RNA,0
SNORD45B,0
Y_RNA,0
RNU4-75P,0
RNA5SP78,2
RNU1-141P,0
RN7SKP275,2
Y_RNA,0
RNU6-312P,12
AL132709.3,0
Y_RNA,0
AC126172.1,0
RN7SKP217,0
Y_RNA,0
SNORA71C,0
AC093605.1,0
RNU6-707P,0
RNA5SP513,0
RNU6-645P,0
RNA5SP205,0
RNU6-450P,0
RNA5SP478,0
Y_RNA,1
RNA5SP194,0
RN7SKP237,0
Y_RNA,0
AC004125.1,0
SNORA62,0
SNORA16B,1
RNU4-85P,0
Y_RNA,0
Y_RNA,0
Y_RNA,0
RNU6-726P,0
Y_RNA,0
Y_RNA,6
SNORD114-15,0
RNVU1-6,0
RNU6-973P,1
Y_RNA,1
RN7SKP50,1
Y_RNA,0
Y_RNA,0
RNA5SP510,0
SNORD114-17,0
RNU4-56P,0
Y_RNA,1
RNU1-93P,1
RNU6-343P,4
RN7SKP78,0
RN7SKP191,0
Y_RNA,0
RNU6-593P,1
RNA5S2,0
RNU6-99P,0
AL732366.1,0
RNA5SP517,0
RNA5SP132,1
Y_RNA,0
RNU6-219P,0
RN7SKP124,0
Y_RNA,0
RNU6-740P,0
RNU4-16P,0
RNU4-42P,0
RNU4-28P,0
RNA5SP84,0
RN7SKP15,0
RNU6-200P,0
RNU1-91P,1
RNA5SP505,0
AL512326.1,0
RNA5SP51,1
RNU6-621P,0
RNU6-923P,0
Y_RNA,0
Y_RNA,0
RNU4-7P,0
Y_RNA,0
SNORD115-48,0
Y_RNA,0
RNY4P16,0
RN7SKP28,0
RNU6-1187P,0
RNU6-865P,0
SNORA14A,1
Y_RNA,0
RNU4-91P,0
RNY4P34,0
RNU6-7,0
RNU6-283P,0
RNU12-2P,2
AC095353.1,0
RNU6-60P,0
Y_RNA,0
RN7SKP6,0
AC121343.1,0
Y_RNA,0
RNA5SP90,1
SNORD113-4,0
U3,0
SNORD32A,0
Y_RNA,0
SNORD115-15,0
Y_RNA,1
Y_RNA,0
RN7SKP239,6
RNU6-1107P,0
SNORD114-29,0
RNY1P2,0
RNA5SP334,0
RNVU1-24,2
SNORD113-3,0
AC094019.1,0
RNA5SP396,0
RNU6-818P,0
RNA5SP359,0
RNU6-686P,0
AL132709.4,0
RNU6-1303P,0
RNA5SP125,0
RN7SKP133,0
Y_RNA,1
Y_RNA,0
RNU6-304P,1
RNA5SP173,0
RNA5SP479,1
AP002748.1,0
RNA5SP160,0
RNU1-133P,0
Y_RNA,3
RNU6-563P,0
RNU6-34P,0
RNU6-828P,1
RNU6-534P,1
Y_RNA,1
RNU6-119P,0
SNORD52,0
Y_RNA,0
RN7SKP55,2
RNU6-336P,0
RNA5SP267,0
RNA5SP302,0
RNU6-384P,0
SNORA5C,14
Y_RNA,0
RNU6-1325P,0
Y_RNA,0
RNU6-275P,0
RN7SKP226,1
SNORD117,1
Y_RNA,1
Y_RNA,0
RNU6-1071P,0
RNA5SP189,0
SNORA63,0
RN7SKP9,1
RN7SKP130,1
RNU6-392P,0
Y_RNA,2
RNU5E-4P,0
RNU6-1180P,0
RNU4-8P,0
AL121933.1,0
U8,0
U8,0
SNORA71,0
RNA5SP488,0
RNU6-915P,0
RNU6-526P,0
SNORA73,0
RNY4P17,1
Y_RNA,8
RNU4-9P,0
RNA5SP149,0
SNORD48,1
RNU6-1131P,0
RNU6-867P,1
AC022296.1,1
Y_RNA,1
SNORD115-1,0
SNORD114-3,0
Y_RNA,0
RNA5SP166,0
SNORD31B,0
Y_RNA,0
RNU6-702P,0
RNA5SP331,0
Y_RNA,0
RNA5SP298,0
AC098591.1,0
Y_RNA,0
Y_RNA,0
RNU6-294P,0
RN7SKP178,0
RNA5SP97,0
Y_RNA,0
AL732366.2,0
Y_RNA,0
Y_RNA,0
Y_RNA,0
RNU6-967P,0
RN7SKP153,0
SNORA72,0
SNORD114-24,0
RNY1P13,1
RN7SKP48,0
SNORD115-38,0
RNU6-590P,0
RNU1-140P,0
RN7SKP189,0
Y_RNA,0
Y_RNA,1
RNU6-1022P,0
RNA5SP442,0
RNU1-43P,0
RNA5SP485,0
RNA5S15,0
RNA5SP172,0
Y_RNA,0
Y_RNA,0
RNA5SP224,0
RNA5SP363,0
SNORD115-10,0
SNORA72,0
SNORA70,1
SNORD113-9,0
RNU6-673P,0
RNY3P1,0
AC076966.1,0
Y_RNA,0
RNA5SP126,0
Y_RNA,0
RNA5-8SP4,0
RN7SKP22,0
RNA5SP138,0
SNORD115-20,0
SNORA62,0
Y_RNA,0
Y_RNA,0
Y_RNA,2
Y_RNA,0
SNORD115-35,0
SNORA23,0
RNA5SP428,0
RNU1-36P,3
Y_RNA,0
Y_RNA,0
Y_RNA,0
RNU6-619P,0
RNU6-806P,0
Y_RNA,1
Y_RNA,0
SNORD81,0
RNU6-934P,0
RNU6-1240P,0
RNU6-1134P,0
Y_RNA,0
RNU6-580P,0
SNORD38A,0
RNU6-399P,0
Y_RNA,0
RNU6-215P,0
Y_RNA,0
RNA5SP223,0
Y_RNA,0
RNA5SP324,1
SNORD114-20,0
RNU6-391P,0
RNU6-382P,0
RNA5SP152,0
RNA5SP19,0
RN7SKP80,13
AC023271.1,0
RNA5SP455,0
RNA5SP79,0
RNU4-66P,0
RNU6-1175P,0
Y_RNA,0
RNU6-715P,0
Y_RNA,9
Y_RNA,7
RNU6-1280P,0
RNU6-290P,0
RNU6-1306P,1
RNA5SP190,0
SNORD58C,0
RNU6-1172P,0
RNU6-234P,0
Y_RNA,0
RNU4-12P,0
VTRNA1-2,0
RNU6-690P,0
RNU6-302P,0
RNY4P3,0
RNU1-100P,0
Y_RNA,0
Y_RNA,0
SNORD114-18,0
Y_RNA,0
Y_RNA,1
RNA5SP329,0
RNU6-407P,1
RNY4P28,0
RNU4-11P,0
RNU6-742P,0
RNU5E-7P,0
RNA5SP117,0
RNU1-114P,0
Y_RNA,0
RNU6-1327P,0
RNA5-8SP5,0
RNA5SP128,1
Y_RNA,0
Y_RNA,0
AL109931.1,0
RNU6-1283P,0
RNU6-497P,0
RNA5SP355,0
SNORD115-31,0
SNORA30B,0
Y_RNA,0
SNORD113-1,0
RNA5SP427,0
Y_RNA,0
7SK,0
RNU1-115P,0
Y_RNA,0
RNU6-1034P,0
RNU6-169P,0
Y_RNA,0
RNU1-51P,0
AC096587.1,0
RN7SKP47,0
Y_RNA,1
Y_RNA,0
RNA5SP240,0
RNU6-282P,0
RNU6-1138P,0
Z95327.1,0
U3,0
RNU6-53P,0
RNU6-396P,0
RNU6-737P,0
RN7SKP186,0
RNU6-1276P,0
RNU6-728P,0
RNU5E-5P,0
Y_RNA,0
SNORD14C,0
Y_RNA,0
Y_RNA,0
RNA5S16,0
RNU6-1318P,0
RN7SKP69,0
SNORD115-44,0
RNA5SP22,0
RNA5SP77,0
RNU6-596P,0
U3,0
U8,0
SNORD114-12,0
Y_RNA,0
Y_RNA,1
AL049840.1,0
Y_RNA,1
Y_RNA,4
RNA5SP235,0
AL591387.1,0
RNU6-117P,0
RNA5SP37,3
SNORD114-22,0
RNU6-1335P,0
RNY3P12,0
RNU6-487P,0
RNU6-1130P,0
Y_RNA,0
RNU6-996P,0
Y_RNA,0
Y_RNA,1
RNU1-64P,0
SNORD6,7
RNU1-84P,0
Y_RNA,0
RNA5SP131,0
RNA5SP366,0
RNU6-609P,0
RNA5SP167,0
Y_RNA,0
RNA5SP238,0
AC002350.1,0
RNU6-359P,1
RNU6-8,3
RNU4-45P,0
RNU6-1051P,0
AL078581.1,12
RN7SKP208,1
Y_RNA,0
RNU1-16P,1
RNU6-326P,0
RN7SKP204,0
RNY3,1
RNA5SP277,0
Y_RNA,0
RNU6-652P,0
RN7SKP249,0
Y_RNA,0
SNORA62,0
Y_RNA,0
SNORD115-43,0
SNORA62,0
SNORA25B,0
SNORA70,0
RNU1-55P,0
Y_RNA,8
RNA5SP279,0
Y_RNA,1
RNA5SP211,0
Y_RNA,0
SNORA70,0
RN7SKP292,2
RN7SKP1,0
RNU6-61P,0
Y_RNA,5
SNORD82,0
Y_RNA,0
RN7SKP187,0
Y_RNA,0
RNVU1-21,0
Y_RNA,0
RNA5SP259,0
RNY3P13,0
Y_RNA,0
RN7SKP269,3
Y_RNA,0
RNA5SP30,0
RNU6-827P,0
RNU6-744P,1
RNU6-108P,0
RNU4-48P,0
RNA5SP88,0
RNU6-438P,0
RNU6-54P,0
AC010746.1,0
Y_RNA,0
SNORD42,0
RNY4P10,17
RNU5E-6P,0
RNU6-669P,0
SNORA63,0
Y_RNA,0
Y_RNA,10
RNU4-17P,0
Y_RNA,0
Y_RNA,0
RNU4-20P,0
RNA5SP248,0
RN7SKP81,0
RNA5SP283,3
Y_RNA,0
RNU6-81P,0
SNORD14,2
RNU6-499P,0
RNU6-597P,0
RNU6-716P,0
Y_RNA,0
RNU6-898P,0
SNORD116,0
SNORD115-36,0
RNA5SP151,0
SNORD34,0
Y_RNA,0
RN7SKP230,2
RNU6-805P,0
Y_RNA,0
VTRNA1-3,0
AC099331.1,0
RNA5S7,0
Y_RNA,2
Y_RNA,1
RNA5S13,0
RNU6-650P,0
SNORD18B,0
RNU6-395P,0
Y_RNA,12
RNU6-1329P,0
Y_RNA,0
U8,0
RNU4-2,4
Y_RNA,2
MIR539,0
MIR421,0
MIR146B,1
MIR582,0
MIR488,0
AC013549.1,1
AL137845.1,0
AL157414.1,0
AL590705.1,4
KIAA1671-AS1,3
Metazoa_SRP,7
TDRKH-AS1,46
FAM78B-AS1,1
CARNMT1-AS1,3
AL445248.1,1
ZNF525,272
AC012358.1,14
AP003027.1,1
AC006019.1,0
LINC01562,11
POLH-AS1,20
GPR160P1,0
AL390760.1,0
SNF8P1,1
AC105020.1,31
AC015969.1,0
AL512646.1,0
SHISA5P2,0
AL591503.1,0
OR6C71P,0
Metazoa_SRP,0
ACTBP6,0
BTBD7P1,6
FAM32BP,1
AL353740.1,0
E2F3P2,5
Metazoa_SRP,0
AC022080.1,1
LINC00449,6
SUGCT-AS1,28
AC093392.1,0
AL354956.1,0
AC009163.1,0
INF2,1354
HMGB1P39,3
AL645937.1,8
AL133216.1,0
PDCD4-AS1,188
AL139390.1,1
IQANK1,18
RBMS3-AS2,1
AP000753.1,0
TAS2R2P,2
SCUBE1-AS1,0
AC104772.1,0
AL139353.1,26
OR52J1P,0
AL450313.1,5
Metazoa_SRP,0
OR1F2P,2
LINC02408,1
IGBP1-AS1,14
AC005342.1,3
LINC00970,0
AC096543.1,0
RHOT1P2,0
GP1BB,0
AL354919.1,1
AC144450.1,0
AC012456.1,0
AC083799.1,300
LINC00501,0
AC106827.1,0
AC007618.1,0
LINC01285,13
OR2T5,0
OR2L2,1
OR2W5,0
EFCAB2,387
COX20,67
CHML,1481
IBA57-DT,27
STUM,2628
LINC02487,8
TCP10L3,0
CAPN8,5
TATDN3,1258
SERTAD4-AS1,6
MIR29B2CHG,658
CR1,574
C6orf99,3
LINC00862,41
RAET1G,32
C1orf53,146
SAMD5,539
LINC00272,0
TEDDM1,2
GJE1,0
ECT2L,13
GPR52,2
PRDX6-AS1,133
METTL11B,5
FCGR3A,55072
TMEM244,0
OR6K3,0
OR10T1P,0
CENPW,150
MSTO2P,216
SPRN,33
FAM229B,1801
FANK1,86
S100A7P1,0
LORICRIN,0
PRR9,0
LELP1,0
SPRR2E,0
KPRP,2
EEF1AKMT2,234
FAM24A,0
DDO,763
CCDC162P,17
LINC00222,0
ADAMTSL4-AS1,2
PLPP4,2214
BVES-AS1,83
LIN28B-AS1,3
H3C14,0
H2AC18,1
H2BC18,86
AC239859.1,0
PNLIPRP3,14
H3C15,0
HSD3BP4,0
HSD3B1,0
HSD3BP2,2
HSD3B2,4
LINC02868,0
ATP1A1-AS1,321
RBM20,37
SMIM9,0
C6orf163,27
SNHG5,2219
ADD3-AS1,54
RIPPLY2,26
CHIAP2,2
GDI1,23346
PCMTD2,5997
SOX18,312
LIME1,145
SPATA42,2
AL121827.1,4
OOEP,3
KHDC3L,0
DPPA5,0
C1orf146,5
HSP90B3P,6
SPANXN1,0
SPANXA2,0
LINC00632,684
CXorf66,0
C10orf62,2
SAMD13,223
RTL8A,3106
CCDC160,182
C1orf141,1
EFCAB7,624
DEFB110,0
AL354984.1,0
GLYATL3,0
LDLRAD1,0
AL772363.1,0
RHOXF2B,0
ARRDC1-AS1,975
ZYG11A,7
LINC01270,67
LCN8,0
AL355987.1,0
C1orf185,0
GLT6D1,0
IFIT1B,8
COL5A1-AS1,0
CT83,0
LIPN,4
LIPK,0
LIPJ,5
TRPC5OS,80
LCN1P2,0
LRIT2,14
SLC12A5-AS1,8
AL391421.1,8
LRRC73,32
MYCLP1,0
LINC00963,3321
AL158151.1,0
FOXO6,7
TCEAL5,480
SYS1,3151
TCEAL6,67
ARMCX7P,2
INPP5B,1578
RPA4,2
TDRG1,8
LINC00951,11
NEU4,401
MAFB,58141
TRAF3IP1,780
LINC02520,3
BMP2KL,0
CHIC1,1468
AL162293.1,0
NAP1L6P,3
GIGYF2,5738
ECEL1P1,0
C2orf72,1490
RUFY2,1509
NHSL2,340
GGTA1,4213
PHACTR4,3969
CLPSL1,0
ASAH2B,242
LINC00474,1
AGAP6,25
TIMM23B,89
ZDHHC18,1724
TMEM273,916
CXorf65,1
AGAP9,192
LRRC37A5P,27
NPY4R,0
GPRIN2,1
SYT15,32
BMS1P1,215
MACO1,2903
PTPN20,19
GDF5-AS1,0
ZDBF2,410
GGNBP1,9
TXNDC8,0
RPL12P1,0
AWAT1,0
RPL12P16,0
DAXX,4155
BMPR2,8384
TCEA3,127
PFDN6,1986
RING1,6140
HSD17B8,264
RXRB,6192
OXLD1,1047
LINC02731,220
OR13C3,0
COL11A2,245
LINC00587,0
HLA-DOA,35862
HNRNPCP2,663
BRD2,19228
HLA-DMA,18666
PSMB8-AS1,665
COL5A2,6976
PSMB8,10625
TAP2,11468
SPIN3,858
NBDY,1340
LINC01993,24
TMEM235,29
PAGE3,0
LINC01973,0
HLA-DRA,300818
BTNL2,1
COL15A1,996
TSBP1,1
TMEM225,0
NOTCH4,1900
PBX2,3228
AGER,313
RNF5,3469
AGPAT1,4470
PJVK,155
PRRT1,482
FKBPL,680
MRPL38,105
SMIM5,391
ERICH2,89
SP5,6
CYP21A1P,182
STK19,1077
CD300LD,0
BTBD17,121
DXO,805
SKIV2L,5883
C9orf129,6
NELFE,4860
NXPE2,20
LINC02783,1
SPANXN5,0
ZBTB12,547
AC245047.1,0
SDHD,2749
EHMT2,4369
XAGE1A,0
PKP4-AS1,14
LAYN,2649
XAGE1B,0
SLC44A4,8
NEU1,7927
SNHG32,741
HSPA1B,639
HSPA1A,1565
HSPA1L,451
LSM2,2027
NOL4L-DT,0
VARS1,6976
VWA7,102
CARD16,465
AL359649.1,0
AC012306.1,0
CASP12,17
MBD5,2129
MSH5,154
CSHL1,0
MPIG6B,30
LY6G6C,9
AL662899.1,0
LY6G6F,0
ABHD16A,139
LY6G5C,254
AL451142.1,3
POTEKP,5
CSNK2B,522
CTSLP6,0
GPANK1,1727
C6orf47,1770
FAM155A,1713
APOM,76
LINC02872,48
TRIM49C,0
TRIM64,0
TRIM51BP,0
AP003122.1,0
LINC01854,1
BAG6,17383
C1orf195,1
PRRC2A,28078
TBC1D3P4,0
AIF1,8498
NCR3,36
PRAMEF20,0
PRAMEF17,0
PRAMEF19,0
PRAMEF14,0
LST1,2343
NFKBIL1,1273
PRAMEF15,0
PRAMEF9,0
PRAMEF7,0
MCCD1,0
ZNF814,403
MICB,888
AADACL4,0
ZNF551,328
MICA,511
ZNF805,461
HLA-C,214335
PSORS1C3,13
GUCY2EP,0
POU5F1,34
ZSCAN5C,0
CCHCR1,1496
PSORS1C2,8
CDSN,3
PSORS1C1,278
C6orf15,0
MUC21,0
DEFB122,0
DEFB121,0
CFTRP3,0
AL450124.1,9
DHX16,3960
C6orf136,930
MRPS18B,4109
PPP1R10,8645
KRTAP5-11,1
KRTAP5-10,12
ABCF1,9990
PRR3,1516
LILRB3,266
DDR1,86168
ACOXL-AS1,34
LRCOL1,11
AC027801.1,46
LINC01123,1
GNL1,8165
HLA-E,165013
DPRX,0
TRIM39,980
LINC01257,4
ZNF468,576
TRIM15,0
ZNF616,756
FOXB2,0
TRIM10,1
TRIM40,0
TRIM31,6
RNF39,278
PPP1R11,4691
AC115618.1,12
HLA-J,64
ZNRD1ASP,501
DISP3,66
HCG9,14
RACK1,34392
HLA-G,1390
TBC1D8,4303
ARPP19P2,1
NMS,0
HLA-F,7980
ZFP57,9
SSX9P,0
LINC02210,399
RPS26P8,3
ASPDH,34
MOG,554
OR2H2,16
CST9LP2,0
CBY3,3
C5orf60,3
CST9LP1,0
CST13P,0
AC010624.1,9
C9orf57,1
IGKV1OR2-3,0
IL31,1
AKT1S1,2063
FAM153CP,3
GABBR1,6504
MIR1915HG,114
AL133464.1,0
STARD7-AS1,320
MAS1L,0
OR2H1,0
OR11A1,0
OR14J1,0
OR2U1P,0
UBTFL3,0
OR2J2,0
OR2J3,0
OR2J1,0
OR2B3,0
OR2W1,0
UBTFL5,0
MAMDC2-AS1,322
LINC01556,18
SPDYC,2
C9orf135,30
TRIM27,5077
CNN2P12,0
MALRD1,2
AC083899.1,82
LINC01951,1
AC008429.1,61
RANBP17,226
INSYN2B,16
IGKV1OR-3,0
CBWD4P,13
FOXD4L5,0
IGKV1OR9-1,0
REG1CP,0
ZNF204P,335
AL163540.1,0
SMPD5,16
LINC01291,2
FGF7P7,0
AL590399.1,1
AL391987.2,10
AL935212.1,0
TTC25,145
FGF7P5,0
ADGRF5P2,0
MRPL53,0
ST8SIA6-AS1,3
FGF7P3,0
MROH6,105
ATXN2,2385
DCTN1,19877
SPATA31A1,0
AC011484.1,20
PNMA8B,373
TCTN1,1763
FAM216A,347
ZBTB48,1088
FAM201A,14
IGFL2,4
IGFL4,41
NAT8B,7
KRTAP9-3,0
AC021218.1,0
KRTAP4-8,0
GPR20,6
KRTAP1-4,0
KRT40,2
AC104692.1,0
KRT25,0
MZT1,1003
LINC01545,4
SPINK9,3
LRRC3C,2
MFFP3,0
PRR20B,0
PRR20A,0
ZNF155,191
UQCC3,179
FBXO48,271
GRXCR2,2
AC007389.1,22
FAM221B,4
CD177P1,0
ATP6V0E2-AS1,222
CD177,4
PSG5,0
ZNF783,1247
ZNF425,300
FAM83A-AS1,0
LRRC10B,26
FBXO47,1
C12orf73,286
PCDHGA1,492
ARHGEF34P,8
BLACE,1
PCDHA9,6
PCDHA8,4
PCDHA7,11
PCDHA5,22
PCDHA4,260
PCDHA2,180
PCDHA1,0
AP000812.1,3
TRIM13,1078
ERICH4,4
MS4A13,0
PRSS3P4,0
PRSS1,1
OR4D8P,0
AC005692.1,0
SPIRE2,190
CRTC1P1,0
AARD,0
LINC02138,0
AC092384.1,7
PABPN1L,2
OR5G5P,2
OR5D16,0
OR5L2,0
AC136759.1,3
AC134312.1,12
PKHD1L1,6
AC118344.1,26
AC027369.1,0
SLFN12L,32
LINC01121,1
LINC02397,42
CLLU1-AS1,0
SLC35B4,4459
LGALS7,0
SYCE1L,58
TMEM231,797
FAM71F2,83
C2orf91,13
CCNI2,52
TMEM240,113
FRG2,0
HSP90AA4P,6
COX17P1,7
LINC02716,24
FAM205A,0
CDKL4,30
TMEM88B,3
ACCSL,0
C4orf47,132
TRIQK,2350
SDHAF1,564
ARID3C,1
PSENEN,978
C7orf66,1
REXO1L1P,0
C11orf91,2
LINC00654,745
SLC10A5P1,0
FABP9,2
ZBTB10,2024
C4orf46,364
SCGB2B2,58
CCDC144NL,1
LGR4,1455
KRT17P7,2
PSMB10,1557
VIT,205
TTLL10-AS1,1
AC105052.1,0
SPDYE2,9
OR7E36P,1
E2F4,3438
KRT17P5,0
DGAT2L7P,0
PDE7A,1018
TMEM170B,2581
TRBV20OR9-2,0
MUC12,19
CTXN3,1
LINC01602,13
AL356414.1,3
MGAT4D,1
SNX2,7514
SAP25,0
NT5M,137
KRT17P4,0
GCNT2P1,4
SARNP,34
AC005863.1,0
OR6C68,0
OR6C65,0
OR6C3,0
OR6C1,0
OR6C72P,0
GOLGA2P1,0
LINC01460,20
ADGRG1,39449
IPO7,6443
PRR13,1872
TECPR1,3809
MT1H,0
SLCO6A1,4
MT1CP,0
MT1DP,2
MT1A,0
INSYN1,311
MT1M,26
LINC00661,0
CFI,1650
OR52E6,0
HNRNPA1P20,0
SAMD9,3324
AC007608.1,2
KRT6A,2
CNEP1R1,1565
PCBP3-AS1,14
KRT81,66
SNRPGP6,0
EXOC3L4,6
KRTAP12-3,0
IZUMO3,0
KU-MEL-3,12
KRTAP10-2,0
NBPF22P,1
AC140658.1,0
TP53TG3D,8
TP53TG3C,0
ATP6AP1L,1210
CCDC85C,702
SPDYE18,18
AC004980.1,80
CALML3-AS1,6
OR52A4P,0
OR52J3,1
OR51A2,0
OR51A4,0
MAPRE3-AS1,1
C2CD4B,6
RGL3,516
NAP1L4,4770
SMG1P2,50
AC121338.1,0
TMSB4X,128669
TMEM256,148
C9orf92,2
CHKB-DT,262
CPT1B,30
AL049775.1,28
SMN2,1
SERF1B,32
POM121B,40
DYNLL1P1,2
HMGN1,4852
STAG3L1,9
AC211476.1,1
MUC19,0
DENND6B,644
AC068533.1,1
EIF3CL,17
LINC01597,63
AP001042.1,27
AL591499.1,0
LINC01446,0
LCMT1,1575
LINC01310,25
LINC00898,0
LINC00583,0
MFSD2B,13
VCX3B,1
CDPF1,655
AC025186.1,0
HTN3,0
AL035696.1,0
LIN52,638
ARSH,0
ACOT6,1
SMIM11A,7
TECRL,1
AC020741.1,1
DPF3,473
MANSC4,6
AL390205.1,0
ADARB2-AS1,1
CYP2D7,60
LINC00634,470
ETFRF1,2618
C17orf107,6
FAM183DP,0
MBD3L4,0
ITSN1,5209
ITPRIPL2,2976
AL359878.1,83
DENND1C,860
AC083864.1,0
PKD1P4,98
SLCO1B7,0
CRLF2,0
CRLF2,0
CRYZL1,1527
RP9P,231
C5orf51,4705
AL136038.1,0
CATSPER2P1,50
GAGE1,0
ARRDC5,48
LINC01531,1
DPP9-AS1,16
LOH12CR2,242
AC098591.2,2
CYS1,14
PLPP6,485
KLRC2,70
KLRC3,16
TPTE2P6,0
AC024132.1,0
C16orf96,88
GMNC,0
LINC00487,60
TTC23L,27
CLEC6A,7
OR7E91P,3
RFPL3S,12
C22orf42,2
NANOGNB,0
LRRC72,0
PCOTH,3
C1QTNF9B,2
KRTAP5-6,0
FAM99B,0
FAM99A,0
KRTAP5-2,0
KRTAP5-1,6
RPS3AP47,18
FAM90A2P,5
DEFB134,0
DEFB135,0
DEFB136,1
C1RL-AS1,73
AC108134.1,1
OR7E136P,0
AC019155.1,1
BHLHA9,0
ZNF316,2086
SRRM2-AS1,88
DAZ4,0
PDPK2P,51
ONECUT3,3
CEMP1,0
OLIG2,362
C21orf62,2446
C21orf62-AS1,225
PPP1R12BP2,0
RNPS1,5231
HSP90AB2P,73
DAZ2,0
USP17L6P,0
HSP90AA5P,5
AC105345.1,97
AC074389.1,1
AC091951.1,2
NYNRIN,1414
DNAJC19,1276
DEFB109C,0
IFITM5,0
OR7E161P,1
SMIM21,1
Z99774.1,10
DEFB109B,0
DEFA7P,0
C18orf63,0
DEFA1,0
DOK6,513
JPT2,1988
AL121823.1,0
IGLL3P,0
TMEM211,1
SERPINB11,0
SERPINB4,0
SERPINB5,0
ZDHHC11B,130
AP000350.1,0
KRTAP19-8,0
KRTAP20-3,0
KRTAP20-4,0
KRTAP22-2,0
KRTAP27-1,0
CFAP99,95
EGFEM1P,78
GOLGA8O,5
AC006305.1,1
TMEM191C,8
FAM230H,0
MAPK6P1,0
P2RX6P,13
RPL23AP57,3
HERC2P9,638
RNASE13,0
GYG2P1,0
Z69890.1,8
HBA1,5
HBM,0
HBZP1,0
ELOA2,0
LINC02346,2
ATP10A,733
ANKRD20A9P,0
DUXAP8,206
ANKUB1,10
TSSK2,0
HNRNPA1P4,8
AL359555.1,1
PRR23A,0
FOXL2NB,46
